observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,measurementMethod,MeasurementPeriod
wikidataId/Q1061,2024,89.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1061,2023,78.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1061,2023,98.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1061,2024,77.8,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1061,2024,98.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1174,2023,69.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1174,2023,78,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1174,2024,82.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1174,2024,83.8,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1174,2023,75,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1174,2023,86.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1174,2024,88.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1174,2024,91.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1177,2023,78.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1177,2023,80.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1177,2024,76.8,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1177,2024,83.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1177,2023,84.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1177,2023,87.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1177,2024,82.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1177,2024,90.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1184,2023,43.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1184,2023,60,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1184,2024,44.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1184,2024,58.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1184,2023,47.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1184,2023,66.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1184,2024,48.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1184,2024,64.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1185,2023,65.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1185,2023,72.8,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1185,2024,65.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1185,2024,71.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1185,2023,69.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1185,2023,80.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1185,2024,69.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1185,2024,78.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1186,2023,55.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1186,2023,54.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1186,2024,58.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1186,2024,56,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1186,2023,60.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1186,2023,61.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1186,2024,63.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1186,2024,63.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1188,2023,58.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1188,2023,65.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1188,2024,59.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1188,2024,65.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1188,2023,63,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1188,2023,72.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1188,2024,64,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1188,2024,71.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1191,2023,67.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1191,2023,74,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1191,2024,63.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1191,2024,70.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1191,2023,72,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1191,2023,81.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1191,2024,68,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1191,2024,77.8,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1193,2023,41.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1193,2023,42.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1193,2024,46.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1193,2024,47.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1193,2023,43.8,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1193,2023,47.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1193,2024,49.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1193,2024,53.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1195,2023,36.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1195,2023,49.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1195,2024,43.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1195,2024,57.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1195,2023,40.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1195,2023,55.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1195,2024,47.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1195,2024,63.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1502,2023,61.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1502,2023,71.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1502,2024,64.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1502,2024,72.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1502,2023,64.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1502,2023,78.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1502,2024,67.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1502,2024,79.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1599,2023,34.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1599,2023,50,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1599,2024,36.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1599,2024,50.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1599,2023,37.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1599,2023,54.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1599,2024,38.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1599,2024,54.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22048,2023,44.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22048,2023,56.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22048,2024,46.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22048,2024,56.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22048,2023,48.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22048,2023,62.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22048,2024,49.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22048,2024,62.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2023,75.8,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22424,2023,78.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22424,2024,75.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22424,2024,80.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q22424,2023,80.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2023,86.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2024,80,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q22424,2024,88.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2023,69.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2023,75.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2024,74.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2024,76.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1437,2023,75.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2023,83.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2024,81.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1437,2024,85,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2023,80.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2023,104.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2024,91.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2024,112.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1505,2023,83.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2023,113.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2024,95,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1505,2024,121.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2023,64.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2023,73.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2024,62.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2024,68.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1445,2023,69.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2023,81.3,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2024,66.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1445,2024,75.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2023,58.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2023,66.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2024,64.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2024,70,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q677037,2023,62.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2023,73.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2024,68.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q677037,2024,76.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2023,52.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2023,61.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2024,56.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2024,63.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1363,2023,55.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2023,67.8,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2024,61,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1363,2024,69.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2023,57.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2023,64.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2024,57.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2024,64.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1498,2023,62.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2023,71.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2024,61.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1498,2024,71.6,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2023,62.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2023,66.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2024,63.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2024,69.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1499,2023,67,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2023,72.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2024,67.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1499,2024,76.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2023,51.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2023,61.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2024,51.8,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2024,58.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q1356,2023,55,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2023,67.7,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2024,55.4,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1356,2024,64.9,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2023,57.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2023,61.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2024,67.3,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2024,75.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q40888,2023,60.7,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2023,66,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2024,70.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q40888,2024,82.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2023,97.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2023,103.2,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2024,88.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2024,101.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q120971341,2023,103.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2023,111.1,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2024,93.6,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q120971341,2024,111.5,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2023,62.1,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2023,81,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2024,57.9,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2024,75.8,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_Person,Gram,,,
wikidataId/Q77997266,2023,65.2,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2023,85.4,dcid:Daily_Mean_DietaryIntake_Fat_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q77997266,2024,61.5,dcid:Daily_Mean_DietaryIntake_Fat_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
