observationAbout,observationDate,value,variableMeasured,unit
country/NCL,2025,0.0013,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NCL,2025,-62.21,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NZL,2024,538330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NZL,2024,0.1232,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NZL,2025,711100000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NZL,2025,0.1625,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NZL,2025,32.09,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NIC,2024,132310000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NIC,2024,0.0303,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NIC,2025,159330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NIC,2025,0.0364,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NIC,2025,20.42,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NER,2024,47220000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NER,2024,0.0108,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NER,2025,72680000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NER,2025,0.0166,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NER,2025,53.92,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NGA,2024,3626400000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NGA,2024,0.8297,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NGA,2025,2945500000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NGA,2025,0.6729,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NGA,2025,-18.78,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NFK,2024,20000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NFK,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NFK,2025,800000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NFK,2025,0.0002,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NFK,2025,4360.03,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NOR,2024,403080000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NOR,2024,0.0922,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NOR,2025,425010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NOR,2025,0.0971,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NOR,2025,5.44,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/OMN,2024,4426470000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/OMN,2024,1.0128,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/OMN,2025,4065350000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/OMN,2025,0.9288,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/OMN,2025,-8.16,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PAK,2024,1188850000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PAK,2024,0.272,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PAK,2025,557780000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PAK,2025,0.1274,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PAK,2025,-53.08,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PLW,2024,150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PLW,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PLW,2025,240000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PLW,2025,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PLW,2025,67.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PAN,2024,296530000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PAN,2024,0.0678,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PAN,2025,287430000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PAN,2025,0.0657,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PAN,2025,-3.07,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PNG,2024,70060000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PNG,2024,0.016,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PNG,2025,70380000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PNG,2025,0.0161,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PNG,2025,0.46,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRY,2024,212250000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRY,2024,0.0486,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRY,2025,180470000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRY,2025,0.0412,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRY,2025,-14.97,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PER,2024,920090000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PER,2024,0.2105,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PER,2025,1002260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PER,2025,0.229,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PER,2025,8.93,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PHL,2024,2097170000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PHL,2024,0.4798,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PHL,2025,2162430000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PHL,2025,0.494,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PHL,2025,3.11,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PCN,2024,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PCN,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PCN,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PCN,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PCN,2025,-68.09,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/POL,2024,2436270000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/POL,2024,0.5574,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/POL,2025,2618610000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/POL,2025,0.5983,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/POL,2025,7.48,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRT,2024,1183800000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRT,2024,0.2708,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRT,2025,920250000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRT,2025,0.2102,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRT,2025,-22.26,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRI,2024,140530000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRI,2024,0.0322,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRI,2025,135050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRI,2025,0.0309,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRI,2025,-3.9,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/QAT,2024,1700010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/QAT,2024,0.389,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/QAT,2025,1682480000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/QAT,2025,0.3844,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/QAT,2025,-1.03,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/REU,2024,45330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/REU,2024,0.0104,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/REU,2025,49040000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/REU,2025,0.0112,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/REU,2025,8.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ROU,2024,1778050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ROU,2024,0.4068,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ROU,2025,1036010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ROU,2025,0.2367,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ROU,2025,-41.73,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/RUS,2024,4261310000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/RUS,2024,0.975,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/RUS,2025,4881300000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/RUS,2025,1.1152,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/RUS,2025,14.55,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/RWA,2024,133500000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/RWA,2024,0.0305,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/RWA,2025,98740000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/RWA,2025,0.0226,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/RWA,2025,-26.04,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ESH,2024,70000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ESH,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ESH,2025,30000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ESH,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ESH,2025,-57.47,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/WSM,2024,1920000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/WSM,2024,0.0004,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/WSM,2025,1710000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/WSM,2025,0.0004,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/WSM,2025,-11.17,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SMR,2024,520000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SMR,2024,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SMR,2025,3570000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SMR,2025,0.0008,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SMR,2025,587.28,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/STP,2024,1530000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/STP,2024,0.0004,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/STP,2025,1470000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/STP,2025,0.0003,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/STP,2025,-3.89,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SAU,2024,11558570000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SAU,2024,2.6445,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SAU,2025,11756650000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SAU,2025,2.686,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SAU,2025,1.71,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SEN,2024,938570000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SEN,2024,0.2147,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SEN,2025,1001100000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SEN,2025,0.2287,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SEN,2025,6.66,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SRB,2024,106910000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SRB,2024,0.0245,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SRB,2025,100000000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SRB,2025,0.0228,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SRB,2025,-6.46,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SYC,2024,76190000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SYC,2024,0.0174,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SYC,2025,196030000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SYC,2025,0.0448,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SYC,2025,157.28,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SLE,2024,267860000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SLE,2024,0.0613,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SLE,2025,385470000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SLE,2025,0.0881,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SLE,2025,43.91,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SGP,2024,14414270000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SGP,2024,3.2979,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SGP,2025,12976150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SGP,2025,2.9646,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SGP,2025,-9.98,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SXM,2024,450000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SXM,2024,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SXM,2025,680000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SXM,2025,0.0002,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SXM,2025,49.55,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SVK,2024,193030000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SVK,2024,0.0442,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SVK,2025,380380000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SVK,2025,0.0869,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SVK,2025,97.05,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SVN,2024,586970000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SVN,2024,0.1343,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SVN,2025,586740000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SVN,2025,0.134,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SVN,2025,-0.04,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SLB,2024,2990000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SLB,2024,0.0007,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SLB,2025,2560000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SLB,2025,0.0006,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SLB,2025,-14.37,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SOM,2024,819580000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SOM,2024,0.1875,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SOM,2025,765670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SOM,2025,0.1749,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SOM,2025,-6.58,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZAF,2024,8707530000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ZAF,2024,1.9922,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZAF,2025,7462280000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ZAF,2025,1.7049,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZAF,2025,-14.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SSD,2024,41680000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SSD,2024,0.0095,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SSD,2025,21260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SSD,2025,0.0049,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SSD,2025,-48.99,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ESP,2024,4793700000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ESP,2024,1.0968,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ESP,2025,4763750000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ESP,2025,1.0883,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ESP,2025,-0.62,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LKA,2024,4116900000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LKA,2024,0.9419,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LKA,2025,4550780000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LKA,2025,1.0397,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LKA,2025,10.54,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SHN,2024,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SHN,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SHN,2025,130000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SHN,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SHN,2025,82752.23,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KNA,2024,4990000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KNA,2024,0.0011,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KNA,2025,2730000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KNA,2025,0.0006,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KNA,2025,-45.21,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LCA,2024,7260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LCA,2024,0.0017,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LCA,2025,10230000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LCA,2025,0.0023,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LCA,2025,40.83,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VCT,2024,2380000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VCT,2024,0.0005,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VCT,2025,3280000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VCT,2025,0.0008,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VCT,2025,37.83,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PSE,2024,650000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PSE,2024,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PSE,2025,20000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PSE,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PSE,2025,-96.63,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SDN,2024,805040000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SDN,2024,0.1842,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SDN,2025,589030000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SDN,2025,0.1346,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SDN,2025,-26.83,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SUR,2024,29250000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SUR,2024,0.0067,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SUR,2025,28550000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SUR,2025,0.0065,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SUR,2025,-2.41,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SJM,2024,110000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SJM,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SJM,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SWZ,2024,24790000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SWZ,2024,0.0057,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SWZ,2025,18570000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
