typeOf,observationDate,observationAbout,value,unit,variableMeasured
dcs:StatVarObservation,2024,country/IND,3.64,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2005
dcs:StatVarObservation,2023,country/IND,1670000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2006
dcs:StatVarObservation,2024,country/IND,2000000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2006
dcs:StatVarObservation,2024,country/IND,19.99,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2006
dcs:StatVarObservation,2023,country/IND,11480000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2007
dcs:StatVarObservation,2024,country/IND,12770000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2007
dcs:StatVarObservation,2024,country/IND,11.22,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2007
dcs:StatVarObservation,2023,country/IND,25930000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2008
dcs:StatVarObservation,2024,country/IND,38520000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2008
dcs:StatVarObservation,2024,country/IND,48.56,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2008
dcs:StatVarObservation,2023,country/IND,36380000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2101
dcs:StatVarObservation,2024,country/IND,43240000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2101
dcs:StatVarObservation,2024,country/IND,18.86,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2101
dcs:StatVarObservation,2023,country/IND,460000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2102
dcs:StatVarObservation,2024,country/IND,910000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2102
dcs:StatVarObservation,2023,country/IND,64890000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2103
dcs:StatVarObservation,2024,country/IND,80840000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2103
dcs:StatVarObservation,2024,country/IND,24.57,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2103
dcs:StatVarObservation,2023,country/IND,1800000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2104
dcs:StatVarObservation,2024,country/IND,2060000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2104
dcs:StatVarObservation,2024,country/IND,14.07,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2104
dcs:StatVarObservation,2023,country/IND,50000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2105
dcs:StatVarObservation,2024,country/IND,200000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2105
dcs:StatVarObservation,2024,country/IND,333.36,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2105
dcs:StatVarObservation,2023,country/IND,317390000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2106
dcs:StatVarObservation,2024,country/IND,468290000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2106
dcs:StatVarObservation,2024,country/IND,47.54,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2106
dcs:StatVarObservation,2023,country/IND,100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2201
dcs:StatVarObservation,2024,country/IND,200000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2201
dcs:StatVarObservation,2024,country/IND,99.13,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2201
dcs:StatVarObservation,2023,country/IND,2720000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2203
dcs:StatVarObservation,2024,country/IND,1790000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2203
dcs:StatVarObservation,2024,country/IND,-34.43,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2203
dcs:StatVarObservation,2024,country/IND,14.26,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0806
dcs:StatVarObservation,2024,country/IND,25.22,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0713
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode1509
dcs:StatVarObservation,2024,country/IND,203.43,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1509
dcs:StatVarObservation,2024,country/IND,-52.48,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1516
dcs:StatVarObservation,2024,country/IND,18.76,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2024,country/IND,23.59,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2024,country/IND,670.42,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2024,country/IND,22.86,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2024,country/IND,-45.89,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2024,country/IND,-43.3,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2024,country/IND,-22.05,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3913
dcs:StatVarObservation,2024,country/IND,57.75,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3914
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode02
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode02
dcs:StatVarObservation,2025,country/IND,744300000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode09
dcs:StatVarObservation,2025,country/IND,690230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode10
dcs:StatVarObservation,2025,country/IND,145940000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode11
dcs:StatVarObservation,2025,country/IND,243620000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode13
dcs:StatVarObservation,2025,country/IND,286950000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode15
dcs:StatVarObservation,2025,country/IND,3130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode16
dcs:StatVarObservation,2025,country/IND,254410000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode19
dcs:StatVarObservation,2025,country/IND,335800000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode20
dcs:StatVarObservation,2025,country/IND,710160000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode21
dcs:StatVarObservation,2025,country/IND,33310000.0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode22
dcs:StatVarObservation,2025,country/IND,133330000.0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode23
dcs:StatVarObservation,2025,country/IND,12130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode24
dcs:StatVarObservation,2025,country/IND,63610000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode25
dcs:StatVarObservation,2025,country/IND,37975320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode27
dcs:StatVarObservation,2025,country/IND,465950000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode29
dcs:StatVarObservation,2025,country/IND,3665210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode30
dcs:StatVarObservation,2025,country/IND,5580000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode31
dcs:StatVarObservation,2025,country/IND,194720000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode32
dcs:StatVarObservation,2025,country/IND,232740000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode33
dcs:StatVarObservation,2025,country/IND,130500000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode34
dcs:StatVarObservation,2025,country/IND,20770000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode35
dcs:StatVarObservation,2025,country/IND,310000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode37
dcs:StatVarObservation,2025,country/IND,774290000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode38
dcs:StatVarObservation,2025,country/IND,866880000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode39
dcs:StatVarObservation,2025,country/IND,750150000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode40
dcs:StatVarObservation,2025,country/IND,11240000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode41
dcs:StatVarObservation,2025,country/IND,595620000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode42
dcs:StatVarObservation,2025,country/IND,730000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode43
dcs:StatVarObservation,2025,country/IND,99280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode44
dcs:StatVarObservation,2025,country/IND,360000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode45
dcs:StatVarObservation,2025,country/IND,8920000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode46
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode47
dcs:StatVarObservation,2025,country/IND,315930000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode48
dcs:StatVarObservation,2025,country/IND,41500000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode49
dcs:StatVarObservation,2025,country/IND,5000000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode50
dcs:StatVarObservation,2025,country/IND,16790000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode51
dcs:StatVarObservation,2025,country/IND,39070000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode52
dcs:StatVarObservation,2025,country/IND,116500000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode53
dcs:StatVarObservation,2025,country/IND,268140000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode54
dcs:StatVarObservation,2025,country/IND,49470000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode55
dcs:StatVarObservation,2025,country/IND,118570000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode56
dcs:StatVarObservation,2025,country/IND,717940000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode57
dcs:StatVarObservation,2025,country/IND,13450000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode58
dcs:StatVarObservation,2025,country/IND,44820000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode59
dcs:StatVarObservation,2025,country/IND,2040000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode60
dcs:StatVarObservation,2025,country/IND,1464610000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode61
dcs:StatVarObservation,2025,country/IND,1491040000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode62
dcs:StatVarObservation,2025,country/IND,1666210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode63
dcs:StatVarObservation,2025,country/IND,169050000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode64
dcs:StatVarObservation,2025,country/IND,27610000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode65
dcs:StatVarObservation,2025,country/IND,340000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode66
dcs:StatVarObservation,2025,country/IND,128350000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode68
dcs:StatVarObservation,2025,country/IND,187820000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode69
dcs:StatVarObservation,2025,country/IND,113000000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode70
dcs:StatVarObservation,2025,country/IND,2727830000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode71
dcs:StatVarObservation,2025,country/IND,430180000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode72
dcs:StatVarObservation,2025,country/IND,1622730000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode73
dcs:StatVarObservation,2025,country/IND,98060000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode74
dcs:StatVarObservation,2025,country/IND,3570000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode75
dcs:StatVarObservation,2025,country/IND,369180000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode76
dcs:StatVarObservation,2025,country/IND,14270000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode78
dcs:StatVarObservation,2025,country/IND,4600000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode79
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode80
dcs:StatVarObservation,2025,country/IND,390000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode81
dcs:StatVarObservation,2025,country/IND,291160000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode82
dcs:StatVarObservation,2025,country/IND,120580000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode83
dcs:StatVarObservation,2025,country/IND,2814230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode84
dcs:StatVarObservation,2025,country/IND,3176700000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode85
dcs:StatVarObservation,2025,country/IND,79650000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode86
dcs:StatVarObservation,2025,country/IND,2044710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode87
dcs:StatVarObservation,2025,country/IND,1710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode89
dcs:StatVarObservation,2025,country/IND,474180000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode90
dcs:StatVarObservation,2025,country/IND,3120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode91
dcs:StatVarObservation,2025,country/IND,4050000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode92
dcs:StatVarObservation,2025,country/IND,1940000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode93
dcs:StatVarObservation,2025,country/IND,473210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode94
dcs:StatVarObservation,2025,country/IND,284430000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode95
dcs:StatVarObservation,2025,country/IND,74410000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode96
dcs:StatVarObservation,2025,country/IND,9890000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode97
dcs:StatVarObservation,2025,country/IND,320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode98
dcs:StatVarObservation,2025,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode99
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0210
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0210
dcs:StatVarObservation,2025,country/IND,450000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0305
dcs:StatVarObservation,2025,country/IND,-23.47,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0305
dcs:StatVarObservation,2025,country/IND,2750000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0306
dcs:StatVarObservation,2025,country/IND,-37.25,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0306
dcs:StatVarObservation,2025,country/IND,17040000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0307
dcs:StatVarObservation,2025,country/IND,-1.37,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0307
dcs:StatVarObservation,2025,country/IND,120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0402
dcs:StatVarObservation,2025,country/IND,97.92,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0402
dcs:StatVarObservation,2025,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0403
dcs:StatVarObservation,2025,country/IND,-54.38,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0403
dcs:StatVarObservation,2025,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0404
dcs:StatVarObservation,2025,country/IND,6667.87,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0404
dcs:StatVarObservation,2025,country/IND,89660000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0405
dcs:StatVarObservation,2025,country/IND,13.17,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0405
dcs:StatVarObservation,2025,country/IND,130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0406
dcs:StatVarObservation,2025,country/IND,150.12,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0406
dcs:StatVarObservation,2025,country/IND,2520000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0409
dcs:StatVarObservation,2025,country/IND,-22.28,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0409
dcs:StatVarObservation,2025,country/IND,130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0508
dcs:StatVarObservation,2025,country/IND,28.96,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0508
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0510
dcs:StatVarObservation,2025,country/IND,4.82,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0510
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0511
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0511
dcs:StatVarObservation,2025,country/IND,4.82,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0511
dcs:StatVarObservation,2025,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0601
dcs:StatVarObservation,2025,country/IND,-59.79,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0601
dcs:StatVarObservation,2025,country/IND,4330000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0602
dcs:StatVarObservation,2025,country/IND,-4.58,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0602
dcs:StatVarObservation,2025,country/IND,12280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0603
dcs:StatVarObservation,2025,country/IND,38.81,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0603
dcs:StatVarObservation,2025,country/IND,60000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0604
dcs:StatVarObservation,2025,country/IND,-91.85,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0604
dcs:StatVarObservation,2025,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0701
dcs:StatVarObservation,2025,country/IND,485.08,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0701
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0702
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0702
dcs:StatVarObservation,2025,country/IND,4.82,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0702
dcs:StatVarObservation,2025,country/IND,990000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0703
dcs:StatVarObservation,2025,country/IND,12.71,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0703
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0704
dcs:StatVarObservation,2025,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0704
dcs:StatVarObservation,2025,country/IND,4.82,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0704
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0706
dcs:StatVarObservation,2025,country/IND,-93.45,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0706
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0707
dcs:StatVarObservation,2025,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0707
dcs:StatVarObservation,2025,country/IND,4.82,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0707
dcs:StatVarObservation,2025,country/IND,70000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0708
dcs:StatVarObservation,2025,country/IND,4.82,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0708
dcs:StatVarObservation,2025,country/IND,4850000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0709
dcs:StatVarObservation,2025,country/IND,16.28,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0709
dcs:StatVarObservation,2025,country/IND,44760000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0710
dcs:StatVarObservation,2025,country/IND,8.52,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0710
dcs:StatVarObservation,2025,country/IND,8070000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0711
dcs:StatVarObservation,2025,country/IND,7.83,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0711
dcs:StatVarObservation,2025,country/IND,26840000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0712
dcs:StatVarObservation,2025,country/IND,30.62,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0712
dcs:StatVarObservation,2025,country/IND,2710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0714
dcs:StatVarObservation,2025,country/IND,55.22,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0714
dcs:StatVarObservation,2025,country/IND,13470000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0801
dcs:StatVarObservation,2025,country/IND,18.47,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0801
dcs:StatVarObservation,2025,country/IND,2530000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0802
dcs:StatVarObservation,2025,country/IND,-20.31,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0802
dcs:StatVarObservation,2025,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0803
dcs:StatVarObservation,2025,country/IND,-31.84,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0803
dcs:StatVarObservation,2025,country/IND,17990000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0804
dcs:StatVarObservation,2025,country/IND,16.32,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0804
dcs:StatVarObservation,2025,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0805
dcs:StatVarObservation,2025,country/IND,5.13,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0805
dcs:StatVarObservation,2025,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0807
dcs:StatVarObservation,2025,country/IND,1458,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0807
dcs:StatVarObservation,2025,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0809
dcs:StatVarObservation,2025,country/IND,22.78,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0809
dcs:StatVarObservation,2025,country/IND,2700000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0810
dcs:StatVarObservation,2025,country/IND,79.08,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0810
dcs:StatVarObservation,2025,country/IND,11310000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0811
dcs:StatVarObservation,2025,country/IND,-2.23,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0811
dcs:StatVarObservation,2025,country/IND,150000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0812
dcs:StatVarObservation,2025,country/IND,1601.47,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0812
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1509
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode0106
dcs:StatVarObservation,2025,country/IND,99660000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode0806
dcs:StatVarObservation,2025,country/IND,15500000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode0713
dcs:StatVarObservation,2025,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode1509
dcs:StatVarObservation,2025,country/IND,733.17,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1509
dcs:StatVarObservation,2025,country/IND,24530000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode1516
dcs:StatVarObservation,2025,country/IND,4.74,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1516
dcs:StatVarObservation,2025,country/IND,104840000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2025,country/IND,3140000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2025,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2844
dcs:StatVarObservation,2025,country/IND,1670000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2025,country/IND,485600000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2025,country/IND,12190000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2025,country/IND,5720000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2020,country/IND,640000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4601
dcs:StatVarObservation,2020,country/IND,210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4803
dcs:StatVarObservation,2020,country/IND,190000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5806
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5703
dcs:StatVarObservation,2020,country/IND,140000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5807
dcs:StatVarObservation,2020,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6002
dcs:StatVarObservation,2020,country/IND,70000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6004
